cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
232,208.5433526,415.9950058,2302.748208,67.79862081,1.026249474,46.71098266,314.2221387,2377.693179,76.81705549,23.18294451,0.999374364,0.82306361,1018.943658,787.2613525,60.54697028,83.61275966,221.6477063,4.45267652,0.09940957,34.19706477,143.8215837,500.1958184,4.042813032,4.042813032,0.097806836,0.097447687,101.5792442,187.6114177,173,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
42,634.5202312,387.1696994,2430.510867,62.7271341,1.023889994,43.11560694,322.0959133,2296.703295,71.49192543,28.50807457,0.966153676,0.935463146,1150.487016,880.1446787,113.7658545,41.98254281,172.6973492,3.722297182,0.099672353,13.62318643,53.70949258,269.2553106,3.014777659,3.014777659,0.105399931,0.020489181,119.7130728,84.08131857,173,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
58,859.8439306,421.5426474,2578.226416,65.70032601,1.050736214,58.82080925,282.870052,2369.494162,70.66457861,29.33542139,1.015000954,0.929423187,1160.03756,891.7064573,412.3179287,42.59855237,144.7639595,3.780719307,0.113033865,37.85448309,46.94079837,169.3207161,3.343868679,3.343868679,0.097457076,0.040413413,80.74364471,79.07821593,173,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
62,880.7687861,400.3399595,2586.461445,66.81924335,1.058930538,50.03468208,398.7548902,2530.233295,70.22852775,29.77147225,0.98138289,0.942173002,1127.62046,1023.572649,221.3889132,32.78834668,99.3510896,4.699228695,0.099113794,19.25166739,159.5388882,373.7896491,4.780771678,4.780771678,0.091897123,0.029158333,131.5394,151.231231,173,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
72,542.4450867,403.873341,2503.690809,68.98282775,1.092586763,60.00578035,351.4148208,2419.487919,67.89823757,32.10176243,0.98312474,0.890166054,1054.959814,1013.496637,248.9865356,34.55683847,108.0565803,3.674030014,0.119620383,35.19224563,74.34235858,185.9979157,2.857487235,2.857487235,0.091427183,0.064817142,96.38824604,87.30872151,173,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
51,496.8959538,418.7775838,2348.871329,70.49537746,1.090596711,34.02890173,330.9795896,2290.881214,72.42243757,27.57756243,1.022658451,0.931341543,992.9634994,861.732081,153.4539573,45.08876583,188.914314,5.06429269,0.124410301,9.396577646,101.1698341,368.9617574,4.215955958,4.215955958,0.11194744,0.024190582,131.0293984,125.6231125,173,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
134,542.132948,417.4301098,2801.938728,45.50100116,1.04285652,59.51445087,412.4876994,2652.589364,66.77100809,33.22899191,0.992156751,0.900663306,1715.537545,1147.451296,78.72545547,86.9400943,124.9904984,4.098926288,0.102791288,21.44913045,114.1804644,312.0974869,4.984418604,4.984418604,0.110082457,0.036665707,142.5856689,111.8839215,173,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
127,622.0635838,442.5811272,2463.338671,65.71335838,1.081439191,42.93641618,406.7553468,2518.811156,74.65172659,25.34827341,0.986338399,0.930409745,1137.600752,936.2543083,208.2035048,51.43649202,152.7840351,4.799142427,0.096679661,18.16018847,102.1972563,377.5484638,3.686450604,3.686450604,0.086684524,0.03495526,144.987327,144.8019915,173,cyto,c_4n,c_4f,Control,N,221114,CD69-,NK-Cells
117,299.8563218,426.4782011,2285.608391,62.69129713,1.05251519,44.37356322,332.7496724,2380.782184,73.70312414,26.29687586,1.002977046,0.853805244,1116.865694,864.376242,125.1278978,96.2388838,185.3203221,3.670781701,0.104732985,23.45487839,117.3756451,311.0432526,3.792275687,3.792275687,0.09995471,0.090158429,71.96856675,120.8582151,174,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
249,200.637931,498.0037759,2373.525402,64.08433448,0.989840626,35.00574713,343.9372701,2412.488391,75.33322529,24.66677471,0.999725063,0.839875981,1159.290937,846.2077078,74.37687928,148.5709493,329.8204309,6.849631208,0.111958126,11.04352771,102.5399908,323.1028444,4.000937991,4.000937991,0.106050099,0.062352402,96.37858734,96.24259925,174,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
95,809.7471264,405.112431,2648.650345,63.40993793,1.025706586,74.40804598,331.7619885,2416.575747,70.71237874,29.28762126,1.043554466,0.924616297,1224.535471,937.6495562,306.1895298,44.72503445,100.7727761,3.452936347,0.105455948,59.20582443,80.97154009,236.7993485,3.569371166,3.569371166,0.122724721,0.0371757,77.96883541,102.8375571,174,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
113,539.5114943,411.6509885,2438.934598,63.22678391,1.033496678,50.74712644,401.3691897,2391.352241,70.37086034,29.62913966,1.074564172,0.910984587,1158.119054,977.0343882,164.2004182,50.02140609,135.6236728,3.720295104,0.097108714,26.87875513,164.9424774,434.2176838,5.785381641,5.785381641,0.10615048,0.045921528,107.6079708,127.8991553,174,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
181,542.7413793,436.559592,2474.19954,64.7297954,1.101357351,38.36781609,359.8272989,2314.083736,69.46526437,30.53473563,0.962036494,0.93078683,1156.391666,948.859942,181.9283249,39.46042419,128.6246199,4.387981323,0.106140079,15.41046483,165.9883098,395.7360671,4.733259607,4.733259607,0.114043248,0.025727059,103.3367896,174.6460033,174,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
65,596.1149425,381.559477,2479.530287,65.6318977,1.047768971,63.60344828,336.194,2346.833448,74.05775977,25.94224023,1.02006123,0.921987082,1102.9802,853.5332373,324.6181189,65.767125,180.7961222,4.453137222,0.120074629,114.967189,129.727972,308.605852,5.478414496,5.478414496,0.101485341,0.047399265,140.0563584,181.98094,174,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
26,686.816092,440.5228908,2506.480632,64.27452759,1.031838856,38.63218391,335.129477,2155.37977,70.0931454,29.9068546,1.049019856,0.94484952,1181.95607,870.1359203,263.02555,44.57107171,158.2011181,4.682062501,0.119237144,22.30586897,143.9898371,359.5317905,5.27084534,5.27084534,0.095775177,0.026137045,155.0453612,139.5558283,174,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
121,655.3965517,442.0353678,2556.605287,64.98357701,1.033525787,40.14367816,314.4087414,2309.92092,72.44062414,27.55937586,1.07134427,0.937781758,1186.140228,857.1394926,199.5487053,39.66832347,161.4486354,4.846494613,0.10752219,30.38057335,76.43140445,280.0374084,3.788374062,3.788374062,0.11997777,0.049429712,143.8508738,72.06275694,174,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
145,425.6342857,441.3542971,2412.062229,63.81626171,1.077823789,34.89714286,355.4961771,2288.585257,71.37325143,28.62674857,1.038471869,0.923841212,1155.735433,899.7637089,53.42255079,59.62152221,155.0372342,5.264615061,0.109264843,11.6308519,72.90855633,344.6326999,4.310224811,4.310224811,0.101525199,0.024674318,149.6607298,92.36881343,175,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
47,557.6685714,455.91264,2465.513543,65.99695943,1.131405006,45.38857143,353.2065143,2391.259829,72.35899486,27.64100514,0.971080309,0.921941865,1140.808191,913.0859236,163.9579911,50.33453633,140.0635097,4.944369167,0.128200305,28.85990508,65.88358386,258.6169375,3.233707194,3.233707194,0.088929758,0.047176077,127.354091,88.31428203,175,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
15,584.6,396.0351029,2517.8572,62.37363314,1.024913103,70.86285714,311.6991771,2178.624629,69.50069086,30.49930914,1.01199908,0.888075241,1196.329604,876.5692038,256.7152589,55.98646419,152.2840337,4.839435691,0.11002496,58.20646509,84.96097617,226.0384097,3.804173467,3.804173467,0.098662666,0.083443196,139.5597138,106.3259642,175,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
197,368.9886364,389.4435,2469.271875,73.51877727,1.066874864,30.98295455,312.1380341,2512.155114,75.50993125,24.49006875,0.994673176,0.917967773,936.0266133,845.6322207,184.7307845,49.76984892,194.0702328,3.947718419,0.104162961,20.47813452,86.98680338,265.538095,3.210850162,3.210850162,0.094274604,0.034856553,65.12168457,109.1428835,176,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
226,244.4659091,395.6735682,2301.754261,63.52996591,1.058479443,36.95454545,325.8866761,2306.902898,72.85194659,27.14805341,0.983939835,0.849624217,1086.327212,857.8129694,107.3867189,99.14773781,219.6257814,4.172590619,0.123246207,12.08154114,139.9390045,363.4944009,4.228512148,4.228512148,0.107877743,0.068203284,91.06378315,167.061615,176,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
142,344.4715909,403.7590114,2350.133068,63.26615795,0.998783,40.22159091,389.3619318,2479.74733,72.59573807,27.40426193,1.081223602,0.866938525,1113.808593,951.0520626,242.7928436,102.4693429,226.859267,4.148635483,0.126285645,23.19388564,109.9865833,370.8589192,4.437756351,4.437756351,0.104196864,0.075835297,78.78546602,91.55077727,176,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
207,251.8863636,421.6058239,2407.81983,60.0753267,1.03881554,43.34090909,449.6494545,2562.215568,70.68808864,29.31191136,1.022075744,0.838019228,1210.745154,1055.681213,135.9229556,126.1023983,204.9575957,6.35727162,0.107374499,17.80490229,175.563227,407.8090398,5.863789877,5.863789877,0.133782226,0.07076997,106.3636145,138.5772654,176,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
91,758.8579545,405.4250795,2576.651705,65.54630114,1.050306358,70.52840909,337.7706761,2424.029091,69.74195568,30.25804432,1.021209739,0.909846811,1152.122056,965.3583653,240.3652631,32.46422595,121.8704555,4.727271999,0.094309895,38.85900212,65.64492298,221.2478601,2.815141836,2.815141836,0.099598838,0.054076378,90.13414803,71.28734256,176,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
157,1039.897727,399.5669091,2656.841136,65.06343807,1.019402869,93.49431818,350.2546705,2338.716136,69.52403466,30.47596534,1.022702591,0.918454998,1191.88952,953.9808561,333.6438149,31.89522232,120.2089638,6.077878673,0.114844083,54.61689923,64.91382252,172.0979737,2.714140895,2.714140895,0.109884423,0.038969613,174.0723051,79.67148839,176,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
28,1156.017045,387.6174261,2803.8025,61.58785455,1.053339114,54.39204545,425.7118011,2779.90608,72.77239148,27.22760852,0.968525653,0.955771308,1315.855576,1051.679668,241.3683013,31.94157644,76.814124,4.529462825,0.086809972,25.15891763,132.374756,510.6722541,4.248006236,4.248006236,0.088139502,0.014853208,116.7675058,141.9358865,176,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
56,444.9715909,385.017358,2457.79517,64.15145909,1.058692494,26.33522727,413.2229148,2277.493409,72.31957727,27.68042273,0.982159472,0.943068196,1128.905547,915.3329887,81.08397263,55.65499786,153.0733641,5.832361891,0.092672479,11.47748643,179.476116,420.760871,5.935136225,5.935136225,0.097630242,0.025488896,127.8440601,154.7256312,176,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
126,578.6136364,398.3447614,2551.741818,58.9875142,1.058195034,83.10795455,359.239983,2221.896591,70.19197784,29.80802216,1.034088034,0.876977891,1280.346032,904.5073881,208.8325608,65.43502496,110.8438126,5.076320886,0.092982236,70.02338176,137.658175,363.1457731,5.449799663,5.449799663,0.114823465,0.085300634,136.824883,128.0443031,176,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
211,292.2768362,358.4444011,2198.243729,65.32910904,1.020073695,56.10734463,271.2086328,2302.883107,76.49639492,23.50360508,0.983769655,0.834295361,991.4571574,745.907855,166.9050396,86.33360141,148.2295868,5.443263234,0.123446224,46.11207693,65.25872361,307.969152,3.226290773,3.226290773,0.086697615,0.104945498,110.0844896,115.7382865,177,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
159,373.9774011,368.4255311,2394.577458,75.16387853,1.060875475,27.76836158,307.131887,2292.43565,77.20708192,22.79291808,0.955674294,0.918205487,870.6214565,762.6277514,146.7609356,52.18779591,172.0813659,3.010181597,0.111182998,11.51320951,114.6369067,471.1849404,5.298089178,5.298089178,0.086127124,0.063506248,96.6847066,210.2930755,177,cyto,NK_act_3n-008,NK_act_3f-009,Activated,D,220303,CD69-,NK-Cells
197,190.6553672,342.2662768,2217.208023,64.14767966,1.035631785,52.14124294,338.9216045,2267.058192,77.5878226,22.4121774,0.997429718,0.789573278,1012.380153,764.0875783,61.5735876,92.08357146,198.8763911,3.751492757,0.145656329,29.58322898,95.9429485,343.1014715,6.780859997,6.780859997,0.119010297,0.085865214,137.3828292,152.6038827,177,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
204,294.7740113,418.7533842,2311.244859,65.14446328,1.077038028,61.84180791,341.9094407,2249.113277,73.61725819,26.38274181,1.01957535,0.816729201,1072.548688,840.3189971,196.0712846,126.7197918,241.8985883,4.908308653,0.121670352,44.25876715,152.1790396,347.7466143,3.355905509,3.355905509,0.104333512,0.089829346,116.4385507,160.0347769,177,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
80,756.5706215,419.1166667,2612.113107,64.62582203,1.097644079,50.85310734,296.2167571,2275.566949,67.85370791,32.14629209,1.009037333,0.931752796,1196.575911,927.254752,282.3095433,31.07843655,126.4008914,4.104032045,0.125177551,29.25128016,72.38000425,237.4145441,3.85064999,3.85064999,0.103263582,0.040282012,122.5679883,90.26538367,177,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
139,600.7966102,462.8886045,2660.225085,57.20868475,1.11357396,56.48022599,362.3742203,2257.298644,67.11259831,32.88740169,1.056949678,0.920663421,1402.447606,978.6189927,208.0984071,62.15498811,127.8645371,4.778138204,0.112953064,40.37510067,142.9957909,329.7073964,4.410805352,4.410805352,0.117562604,0.03314323,104.9752558,123.8500668,177,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
71,612.5706215,432.4803616,2599.02565,56.55143051,1.030265446,37.10169492,281.2350395,2218.217797,72.90545819,27.09454181,0.966411045,0.943103804,1376.330124,801.5849074,125.4963637,57.90241475,113.953462,7.298659157,0.112231926,14.74406072,81.18210718,270.7919288,3.215747808,3.215747808,0.098536837,0.017216656,159.2941742,98.84431135,177,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
97,611.1355932,401.2883333,2413.327345,69.05041017,1.020381068,38.05084746,353.5668983,2226.351695,69.83792712,30.16207288,0.983777763,0.941725631,1023.846303,912.8519958,251.9816771,35.72921687,137.4430579,4.878878791,0.105495272,31.07766503,110.236287,293.0012215,4.133284236,4.133284236,0.099628147,0.037777111,106.8036164,106.5515647,177,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
139,708.3446328,448.1709774,2518.410621,62.70062034,1.074199932,51.24858757,372.5687401,2401.123898,69.06148249,30.93851751,1.018799463,0.929844051,1222.967392,992.384286,249.3345231,42.22606675,143.6005291,4.953114612,0.107591807,23.2424306,107.2643333,292.3932065,4.686186451,4.686186451,0.098830115,0.028378811,138.4909121,102.1272273,177,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
57,541.1412429,410.8503842,2467.734294,62.20918531,1.065588469,42.21468927,421.5804181,2529.746497,69.98809379,30.01190621,0.993656345,0.928135968,1190.179668,1043.143154,147.324693,45.22449568,134.2261416,6.069744406,0.126867868,24.10203709,112.3124843,416.4320236,4.237576597,4.237576597,0.112196716,0.029509196,153.9569203,118.7179649,177,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
153,270.5505618,403.5321124,2291.212584,71.34006011,1.001629,31.83707865,367.5234382,2452.600843,71.50507022,28.49492978,0.948618388,0.89024725,939.7367012,945.862657,126.6137425,54.05435874,214.247263,4.993976344,0.100438543,15.04198931,135.0896478,507.3594879,5.583471501,5.583471501,0.097794919,0.035301593,75.02362797,161.7085311,178,cyto,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
119,291.8651685,330.6240899,2282.614888,63.50332135,1.036277219,51.71348315,365.5217416,2331.135112,74.23453539,25.76546461,1.050708685,0.85176287,1040.188746,865.4287411,124.3269056,69.90227928,137.0491828,6.546934976,0.099766919,40.76572087,126.4256973,299.1086263,4.34187871,4.34187871,0.121217009,0.082488164,158.4789271,146.4500126,178,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
21,798.6685393,399.8595393,2577.722191,69.48048876,1.066647455,53.07303371,290.7136404,2083.336742,75.25079775,24.74920225,1.001725781,0.937188794,1063.015259,726.3362044,145.7615002,35.02458687,121.1337659,4.152949343,0.097843413,31.29611179,54.06360257,271.1404948,4.361105388,4.361105388,0.107042386,0.036954112,107.3233481,69.43388906,178,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
139,778.6179775,422.3486629,2508.663034,66.54580506,1.059674798,55.07865169,316.1726517,2294.368427,71.88800393,28.11199607,0.972117287,0.938963768,1123.62284,869.7963333,285.6317018,46.4023194,130.6318345,6.310544905,0.102559245,51.2444512,86.60963135,236.286121,2.894445473,2.894445473,0.09200317,0.031253774,165.137642,123.1105369,178,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
37,588.4438202,411.9549719,2518.856067,66.30194663,1.077699292,57.53932584,439.8309438,2522.247697,74.8406264,25.1593736,1.012951146,0.911068465,1122.848486,954.1333404,143.8970901,50.35444682,133.6027765,4.965055455,0.095574483,25.57212297,114.1249394,352.5774086,4.235963309,4.235963309,0.07582968,0.034412249,116.5400397,98.72362812,178,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
78,775.5,472.0780393,2617.571461,60.18459157,1.051008601,69.08988764,372.1281573,2347.18927,71.10698933,28.89301067,0.983117635,0.925082797,1327.767536,935.0348536,411.5439889,55.31169218,195.2741528,5.785476016,0.150161284,64.38806087,111.0168398,299.2835653,4.579307946,4.579307946,0.08012698,0.040852068,173.5732747,109.8671901,178,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
68,360.5642458,436.4482402,2465.667039,65.9486486,1.062051246,42.94972067,370.4521285,2267.787877,73.07287654,26.92712346,0.994398436,0.865752686,1122.639416,875.0022688,252.1529099,97.66674067,227.3148559,3.538721145,0.105364483,24.95417682,138.7104299,340.5470285,3.84337447,3.84337447,0.087598749,0.08525215,90.06106389,150.0007916,179,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69+,NK-Cells
189,273.8603352,461.6577318,2400.357989,62.63225251,1.051181151,41.06145251,416.1130112,2577.119218,71.09882905,28.90117095,0.970088804,0.85049207,1178.957879,1026.247223,143.4120626,109.6995415,238.7139118,5.575828752,0.111478453,20.15478364,133.4038349,437.1526028,4.874639548,4.874639548,0.101370813,0.084071091,72.72924,117.208266,179,cyto,NK_unact_1n-020,NK_unact_1f-021,Control,D,220303,CD69-,NK-Cells
54,236.4692737,379.1383184,2384.258045,54.73002961,1.069587162,39.33519553,429.7945866,2421.88581,72.23455363,27.76544637,1.004909849,0.846816454,1283.196212,977.1489182,94.56775055,123.2763713,180.7878831,4.929259215,0.101885615,16.72041883,154.1279811,395.2813887,4.819397118,4.819397118,0.098560995,0.077427483,94.2585097,206.0459534,179,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69-,NK-Cells
3,250.6089385,371.9401173,2473.170894,64.58212067,1.044126369,41.2122905,357.4910503,2306.443575,72.59350168,27.40649832,0.978089419,0.852187239,1113.768501,881.6391135,90.6962651,49.04811278,176.3293385,2.470660352,0.089669817,17.21867502,131.4340205,398.1189696,4.355609751,4.355609751,0.093544153,0.05512321,72.64774727,141.6860614,179,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
16,329.7541899,355.9411285,2342.218436,64.24052849,1.051352531,45.20111732,396.1359497,2264.156536,73.45915084,26.54084916,0.963365458,0.869314656,1061.606815,885.3435778,181.9509315,70.10001215,220.0708729,3.904549475,0.136658473,21.27518465,98.74510117,311.2544864,3.969457692,3.969457692,0.09521536,0.052072791,87.99654189,105.5770842,179,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
245,212.3687151,431.6768045,2325.488659,69.18709274,0.994325743,47.84916201,376.5259832,2327.430726,71.72312961,28.27687039,0.972324749,0.787292992,1009.770136,924.8483678,138.8771922,67.91962326,215.5120996,5.48077275,0.093329329,21.65964084,107.3600832,274.0829059,3.27868954,3.27868954,0.089680481,0.107577608,111.2563962,125.4372289,179,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
30,584.4189944,405.5869441,2572.909274,62.87091397,1.075670916,72.97765363,356.2341844,2509.441676,71.00628212,28.99371788,1.004457229,0.895042839,1209.917795,972.7770983,129.2628099,56.81639032,127.7794783,3.598801834,0.130498196,66.96099446,72.21468485,393.3595236,3.124449851,3.124449851,0.108151312,0.08084884,87.60494591,101.3673128,179,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
132,520.6368715,398.2954637,2577.835028,57.50684637,1.064874011,57.94972067,508.240581,2645.676816,69.35047374,30.64952626,0.959460665,0.895353438,1322.82869,1150.277386,183.2185316,71.79863362,98.89698154,4.32192821,0.08990325,31.80864022,131.345035,393.7285534,5.194945728,5.194945728,0.083760879,0.054183926,125.0899857,106.9853439,179,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
43,470.8268156,413.7175307,2427.556369,64.8870162,1.049455039,37.7877095,438.8626089,2256.696201,70.92954972,29.07045028,1.071557067,0.923979891,1120.608305,953.2717451,151.1260288,48.04669432,127.0993172,3.323026176,0.11149783,16.3535264,201.2420758,533.1396069,7.174569724,7.174569724,0.120111795,0.027091946,94.10201771,221.9063031,179,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
63,537.3072626,423.5631341,2488.635642,62.19083352,1.096899453,31.20670391,301.0262905,2099.851117,76.83818603,23.16181397,0.950341335,0.940528432,1201.696838,723.4358353,190.3174772,57.9261994,133.7372474,4.034179781,0.110397994,15.33069037,114.5120372,456.1057875,5.761047357,5.761047357,0.094119677,0.033723009,69.80366066,223.7082062,179,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
34,622.3575419,417.7868771,2503.884972,64.08792737,1.034891391,44.90502793,354.4621229,2345.488827,71.77369777,28.22630223,0.98185876,0.926482351,1166.933002,912.027663,231.8651671,53.01776659,124.9011483,5.044184704,0.098218254,27.1828376,92.62454746,253.6770223,3.280316419,3.280316419,0.081882218,0.046760145,98.16581681,93.05843304,179,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
162,604.4357542,437.6542291,2530.298212,64.07263464,1.100015313,42.59217877,405.2636034,2534.07352,71.65802682,28.34197318,0.990410799,0.930667421,1190.110426,995.1097704,207.2186601,50.89001123,146.3457765,4.581028319,0.110849192,23.01626551,138.6839709,487.4488933,5.294216431,5.294216431,0.085811521,0.037571548,134.410542,172.7938444,179,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
13,291.6833333,422.2828611,2314.263167,67.94691667,1.002590017,31.72222222,311.9916278,2258.732111,75.22850167,24.77149833,1.018492106,0.885264586,1023.540552,789.9871714,153.9287173,98.18353659,221.1480235,4.363911735,0.114819173,18.95453412,108.284959,319.9783919,4.764893106,4.764893106,0.143384096,0.075363235,101.5287614,145.1673247,180,cyto,NK_unact_2n-023,NK_unact_2f-024,Control,D,220303,CD69+,NK-Cells
73,269.3333333,360.4509889,2338.521667,64.79568667,1.045280683,49.65555556,415.2205944,2354.253278,72.54225111,27.45774889,0.964171072,0.847037463,1052.956654,939.1983246,113.9909337,84.59866088,157.7220974,4.505376656,0.098275873,48.35209807,161.3564691,379.4823427,4.364316166,4.364316166,0.094581459,0.090104036,136.4216671,148.5492546,180,cyto,NK_unact_4n-029,NK_unact_4f-030,Control,D,220303,CD69+,NK-Cells
70,274.0111111,375.6575833,2436.781889,62.65917889,1.058901067,33.2,405.9664111,2283.568389,72.83952056,27.16047944,1.032780933,0.886291989,1142.441419,905.7033495,104.7793632,80.77332324,197.971403,3.613631439,0.100595322,10.43490061,151.6402097,369.1253132,5.216526824,5.216526824,0.116805665,0.032513647,105.1115617,136.4666337,180,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69+,NK-Cells
114,945.5722222,396.6362056,2476.162778,65.76239111,1.091857783,77.12222222,301.1849111,2238.057611,67.98321111,32.01678889,1.007847478,0.923264485,1110.212324,916.4523991,315.0027229,31.57271405,103.5566126,3.854098951,0.105730421,40.28122586,125.1637441,279.7526321,4.174340952,4.174340952,0.085951608,0.034625645,107.0723316,108.6848025,180,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
16,586.8055556,446.7242722,2571.8025,60.96070833,1.066529222,40.17777778,346.8594722,2230.227,71.878265,28.121735,0.997008667,0.934410937,1274.598882,872.6004098,190.2842654,67.20340694,142.9857242,4.83912358,0.119943805,15.87702587,119.1384979,336.2511539,3.954050611,3.954050611,0.096113234,0.02260858,78.54368853,158.4829843,180,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
72,458.1277778,421.0860444,2480.804389,61.34847,1.019968806,46.54444444,373.6663167,2404.439778,72.12991222,27.87008778,1.014681672,0.905547277,1217.188867,931.5424309,105.4123603,62.91392631,154.0198133,3.942871617,0.117751997,18.48457676,84.6174243,256.3648568,4.478284352,4.478284352,0.093067414,0.038584865,88.72052392,100.4694942,180,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
6,302.2209945,325.3660608,2246.634475,72.81997569,1.060537923,44.9558011,293.3797127,1943.164365,78.94793646,21.05206354,0.989728392,0.862879071,846.3541479,633.6155498,174.2664811,83.0371755,164.8265803,4.161115374,0.14952408,52.25501818,63.12303724,389.9348564,4.090104866,4.090104866,0.093562345,0.129650332,150.2427066,93.68207477,181,cyto,NK_unact_5n-032,NK_unact_5f-033,Control,D,220303,CD69-,NK-Cells
77,219.2928177,397.6336851,2238.817956,64.90003757,0.999692978,49.45303867,332.9722652,2370.204365,74.92204199,25.07795801,0.958668818,0.819904768,1041.66125,840.9599504,87.53093043,101.2743277,188.1864144,4.668410649,0.101329911,47.45576015,107.3695846,247.3795443,3.451324921,3.451324921,0.095393287,0.127352993,134.0614539,141.306105,181,cyto,NK_unact_6n-037,NK_unact_6f-038,Control,D,220303,CD69-,NK-Cells
58,1068.01105,407.7462762,2629.608895,64.70681271,1.056906945,75.66850829,305.6279337,2331.428287,68.8319558,31.1680442,0.971716862,0.940011795,1195.183134,933.096686,367.6161795,30.6576799,125.163997,5.193247997,0.112626008,66.72248124,65.17304729,199.0469058,4.031366423,4.031366423,0.099415026,0.028268893,147.0723551,114.2608291,181,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
