,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
1724,5,666.2182254,518.4579928,2548.654892,58.4048801,1.03819282,42.01199041,334.9474305,2425.043597,78.47100647,21.52899353,1.024276698,0.938947652,1352.836181,775.7366323,169.4574001,326.6606812,459.0430611,8.499040455,0.110451798,27.10090387,302.3888584,657.3179366,4.197792246,4.197792246,0.114279921,0.040800733,302.5073192,349.5261242,417,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
659,145,609.1100478,501.0287153,2499.232273,66.06749904,1.02066316,54.0645933,282.9587904,2285.591842,77.25532512,22.74467488,1.018316158,0.91166255,1174.149158,735.2137073,194.5535807,291.8746058,681.7669264,8.055246884,0.104882082,32.91524091,184.6265619,379.2250619,3.632608121,3.632608121,0.132001196,0.059666093,370.665073,215.0432563,418,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
527,48,392.1861575,568.254401,2706.131718,72.46876038,1.013763377,28.17422434,410.1383737,2603.613341,79.72783938,20.2721606,1.017128878,0.931354723,1144.805738,848.3728568,79.35887657,343.1055002,794.5501476,8.020834191,0.106677877,15.1735007,340.8412749,834.9093886,4.127380995,4.127381075,0.113367313,0.03690546,392.0438939,428.1130074,419,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
197,91,485.6232227,540.1715166,2677.267488,67.97874005,1.006618386,28.48815166,266.6618635,2302.148768,81.13954858,18.86045149,0.994921687,0.942880664,1203.560748,645.4158675,137.8978683,299.5383022,722.518928,7.631029594,0.106850817,11.74728359,205.0665074,544.3464465,4.141893176,4.141892986,0.10816617,0.02261399,309.3123061,271.8681554,422,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
624,14,467.3278302,499.1579057,2602.063774,69.85050825,0.998706618,23.56603774,371.9739623,2401.431533,78.4896217,21.51037828,0.986281097,0.949683663,1119.324938,804.2357127,149.427176,273.8204019,694.5009565,6.823874885,0.103783081,11.26598166,233.9943187,582.0030318,4.755418983,4.755419042,0.116034144,0.02435156,316.1365381,276.0478133,424,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
653,57,464.4363208,423.601941,2394.749646,74.70680896,0.98837163,35.18867925,454.818383,2697.707925,77.80630519,22.19369521,1.024586969,0.934197401,921.4860398,940.1488107,138.144717,161.9560192,464.2255555,5.96042195,0.11755494,25.66482013,324.349978,858.8587106,4.794150052,4.794148887,0.125546853,0.038965056,229.7523793,408.1906997,424,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
1731,15,789.8376471,693.6549553,3060.843035,47.40813247,1.069886144,112.6941176,343.0644612,2539.390541,77.52612094,22.47387908,1.035551962,0.87048652,1917.064822,834.4232399,337.6913706,365.0210376,591.2004748,8.970587067,0.115909992,113.2421666,305.7484199,579.9097455,3.557640203,3.557639928,0.123882757,0.117024123,297.5696886,328.9509303,425,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
547,75,549.5985915,480.6585094,2464.868427,71.06877582,1.016949026,11.92723005,626.399911,3117.844033,81.13505094,18.71781758,1.020017646,0.975304704,1054.706479,1038.080466,183.4676593,205.245318,544.4333064,8.225393245,0.116671114,11.2390856,390.8206976,2359.781689,11.81028196,11.69000404,0.120679044,0.028315954,299.0577686,514.0450086,426,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
948,153,498.7692308,507.0010886,2620.65627,66.4103958,1.012214387,24.27972028,390.8296942,2476.073613,81.01974615,18.9802534,1.045823254,0.952180601,1199.604923,783.5114009,126.8933078,277.8644045,636.0043442,6.786570948,0.116423124,18.99190885,335.0636286,823.3571441,6.638396371,6.638396929,0.128556681,0.036281892,275.3544412,438.0766556,429,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
349,94,467.3071594,560.974097,2745.503741,66.3397515,0.996904663,19.03002309,529.4809517,2758.560584,77.41766921,22.37485762,1.009633339,0.96314542,1268.953098,986.598368,141.8001997,347.4789315,955.8721388,9.027138308,0.097623884,15.31374123,334.0086229,906.3585219,12.52425792,11.1631256,0.176600363,0.016308785,370.4894109,391.2784739,433,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
546,3,590.4091954,485.5755149,2545.573793,63.61959103,1.014444343,34.17701149,318.0820959,2415.257839,79.74296966,20.25703039,1.010377703,0.945091262,1229.532534,738.5216269,161.8364308,271.8243152,550.3545414,8.327018049,0.111888063,23.16686465,257.9836296,594.2340365,3.471811953,3.47181176,0.111306337,0.032852185,319.8527005,299.1001867,435,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
577,136,500.537931,559.8547057,2706.105172,64.92527057,1.023328269,16.71264368,561.9070234,2754.62368,79.51266326,20.48733674,0.987980876,0.966377404,1294.381669,992.5355785,122.0389388,333.3432683,726.8836059,9.785581814,0.112550443,8.470208086,396.6890744,937.0430426,8.765507522,8.765507898,0.117532418,0.017870578,364.3489452,472.898782,435,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
1790,93,615.9885584,527.6199474,2595.639542,62.85876041,1.030179519,27.84210526,336.2240476,2531.758375,79.80951327,20.1904867,0.974839414,0.9551106,1294.988504,775.7130481,129.0446987,291.0129045,509.178817,10.90882573,0.11323196,12.59533419,293.8580189,651.4206635,4.047117235,4.047117293,0.113669157,0.023003702,399.2445964,360.1503839,437,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
168,80,469.6027397,419.77579,2287.990183,73.83463836,1.011115502,15.78995434,661.9696324,3026.176895,79.24844566,20.75155436,1.021327897,0.965689519,906.3447903,1140.484408,154.7909114,129.0656539,380.2626269,4.5567619,0.108356136,9.384572251,396.9333617,998.6308198,5.401432054,5.401432008,0.119393334,0.020673602,183.9057013,472.4991293,438,cyto,a_6n,a_6f,Activated,N,221114,CD69-,NK-Cells
657,61,426.3,450.2699614,2454.419386,76.81381159,1.001504618,12.62727273,567.4085384,2977.088568,80.44389516,19.52711336,1.024837766,0.96980841,916.488224,1033.761816,105.0993716,208.8314429,635.2860212,6.527989263,0.104677701,5.416349317,437.0963992,1161.212109,6.836374267,6.4853885,0.137972606,0.014951771,306.071041,584.2367067,440,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
651,103,576.1659091,621.0099318,2768.616455,63.89512273,1.02614473,43.96363636,249.4293823,2267.887386,78.17696318,21.82303677,0.9648803,0.930987562,1372.697303,686.3177449,167.8094625,402.4563784,823.0295291,10.36077382,0.105670629,32.0023283,140.1874486,353.3978482,5.02662074,5.02662084,0.096751545,0.038123633,431.9178206,209.8072933,440,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
1398,123,564.6485261,772.6725147,3106.580952,49.51342721,1.037971329,40.71201814,354.0883016,2644.266961,76.65659388,23.34340612,0.997559193,0.934097386,1918.537017,886.2017914,91.23907807,433.8283947,673.2573576,11.97201366,0.112066066,15.47185321,297.4412064,742.3613268,4.418158609,4.418158609,0.107847765,0.01842913,332.6998671,379.8480914,441,cyto,c_3n,c_3f,Control,N,221114,CD69-,NK-Cells
554,30,524.9546485,625.0645465,2781.928866,58.3042932,1.030709635,50.80045351,328.3940562,2366.476939,75.66545238,24.33454762,1.007657866,0.915982068,1496.30066,817.2826919,120.6685646,411.1906352,733.118068,11.52098485,0.112997614,34.52187844,219.8082332,475.4052696,4.504729291,4.504729291,0.120104128,0.038137882,354.3888535,252.3722822,441,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
75,46,428.0045249,441.8598213,2406.737059,71.25386041,0.99775555,21.51131222,437.9368645,2562.854097,81.85472038,18.12297066,1.022193586,0.951058228,999.9643247,808.0122045,191.6016985,164.3033082,393.4407215,5.519785398,0.111423498,18.88000319,341.6026947,914.1345838,8.021787299,7.790258846,0.125527799,0.037115111,190.5149279,431.9635534,442,cyto,a_2n,a_2f,Activated,N,221114,CD69-,NK-Cells
199,94,409.8939052,562.8251377,2728.870248,69.12572686,1.023287655,14.36343115,452.912274,2444.391828,81.94827999,17.98785425,1.026091713,0.966309899,1207.271569,802.1982439,118.6976273,272.5494233,691.0746986,7.342398181,0.112618291,15.03017234,379.6470422,976.4113425,11.65203528,11.75056569,0.124932702,0.028639765,262.7341092,510.3534666,443,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
273,128,596.6629213,462.3198337,2386.680899,71.02923348,1.010785047,40.39325843,357.0749618,2329.638472,76.99702427,23.0029758,0.981048575,0.930742551,1020.373948,804.2897824,190.0834302,188.9749589,513.8594384,6.488626866,0.108241503,35.13270145,268.1035617,568.3080402,4.547277027,4.547276784,0.105792294,0.064978597,264.114035,298.2494727,445,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
538,63,388.1883408,493.6425717,2553.355067,73.92618722,0.999341413,14.99103139,665.0420318,3004.176184,79.39026296,20.59192191,1.012146552,0.961451746,1027.418571,1129.903551,74.46036846,234.4506665,606.7272394,6.866598834,0.104560563,7.184246831,396.7381695,1058.96462,8.705681033,8.747830554,0.136903184,0.019388047,305.9532638,489.2450035,446,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
1138,88,444.2924107,553.7662165,2743.167768,66.94282545,0.99502802,29.25446429,339.116581,2375.89692,78.41950871,21.58049134,0.993527781,0.936976199,1255.258194,773.5822043,75.3907449,316.980336,739.2361586,8.022903252,0.104337013,11.22885695,243.3521039,556.4770617,4.636567844,4.636567697,0.100785991,0.025744197,320.9298449,299.6628558,448,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
475,97,907.5111111,422.9527156,2227.340133,77.27734156,1.029735167,44.76666667,284.8459507,2237.192733,76.74986089,23.25013902,0.999130756,0.95424685,837.8577015,734.4290474,293.544996,130.1073868,532.2217334,5.58258585,0.114703208,23.27709045,199.1144604,439.4382897,4.414510977,4.414511297,0.104859146,0.015853751,223.3990131,243.7236695,450,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
582,150,954.6703057,410.2839498,2199.312314,77.53658646,1.031635266,88.34061135,245.239286,2183.43393,77.1177083,22.8822917,1.033048314,0.91986418,819.0860429,686.058946,308.6533155,61.34784107,256.2415506,6.674831148,0.123319825,46.37910721,72.66391379,229.8578977,3.084050348,3.084050348,0.101979193,0.022858486,185.2585669,114.3550779,458,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
1740,29,564.6065217,855.3250804,3460.919261,50.96308022,1.052157026,36.89130435,456.5699933,2909.909848,76.49364978,23.50635022,0.946757226,0.940337647,2019.743819,1020.226774,106.0673706,434.3899422,2356.753908,12.67341999,0.110281693,16.34197219,376.9135235,872.3405023,5.190916342,5.190916342,0.101366488,0.019720328,358.8869392,436.37347,460,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
932,137,453.9069264,780.8542273,3249.909913,57.21413983,1.018464613,31.01731602,376.6534684,2633.981017,76.001979,23.998021,0.953720935,0.937918597,1775.097607,903.9859664,82.47961686,456.9371112,1036.407493,13.48796977,0.104309077,14.56289087,237.0857064,627.3408588,5.253517124,5.253517124,0.103110432,0.021336545,315.4965408,276.4243237,462,cyto,c_1n,c_1f,Control,N,221114,CD69-,NK-Cells
1180,155,513.1814255,561.5268618,2704.10959,67.85074795,1.021840382,27.90712743,423.7737996,2600.14838,78.29565853,21.70434147,0.942274462,0.946060977,1227.4542,882.3798107,196.8407995,300.1731925,732.4500771,7.549216818,0.110857976,36.12115875,306.3958178,914.648325,5.091334976,5.091335051,0.122842349,0.05846361,304.5983431,387.2373088,463,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
550,78,483.9547414,492.5166142,2599.027759,67.96412026,1.005029567,12.64439655,626.0475866,3331.352974,80.80103858,19.19896112,1.005300487,0.972881004,1148.640842,1136.875268,120.3316875,244.4585412,733.9740316,6.586405407,0.110398293,4.30187197,414.2091527,996.3676156,4.50721307,4.507213767,0.122747112,0.012179276,271.1359832,521.063638,464,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
478,101,576.1974522,530.1619,2602.975011,60.07454904,1.042831851,33.05307856,295.9051756,2408.663439,78.52143609,21.47856403,0.965312163,0.946458429,1348.071267,743.286118,116.986348,333.3101354,529.9237308,9.312158664,0.116886971,12.78843169,205.1502021,502.24699,5.006356155,5.00635589,0.091146872,0.016063394,315.5073604,269.8183273,471,cyto,c_4n,c_4f,Control,N,221114,CD69+,NK-Cells
521,40,462.8231579,463.6110463,2443.286147,70.16952358,1.010669872,19.11578947,542.9635823,3005.226695,79.72624716,20.27375259,0.986143678,0.959291073,1045.443949,1030.076897,112.6560535,220.1716871,499.5328167,5.805549262,0.112038465,7.934679474,389.4176084,1008.158046,5.03790219,5.037902759,0.109842346,0.016539372,235.0391149,496.6995304,475,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
1980,26,1079.887265,398.5998372,2142.33215,78.39447683,1.054870835,76.60125261,272.5492921,2125.900668,75.95668142,24.04331858,0.980383758,0.937483842,781.4436569,713.6975843,352.1551517,73.46032493,272.3007604,5.295841822,0.11528279,51.75584052,174.7398832,378.1809921,3.641722768,3.641722768,0.102622465,0.032745885,156.680088,200.8659193,479,cyto,c_6n,c_6f,Control,N,221114,CD69-,NK-Cells
665,73,478.186722,443.6934668,2365.469481,74.63953361,0.996487525,17.57883817,523.9223272,2904.202606,78.66041939,21.00382402,1.007668809,0.966092,926.7727551,969.0382138,141.670089,159.9260563,490.568799,5.81647532,0.114626553,19.32410429,402.1870463,2105.047313,14.9226008,14.00944666,0.141484023,0.027164652,220.521099,532.3850149,482,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
162,20,673.9010309,403.8228124,2094.802082,80.18180515,1.01999388,21.98762887,406.2881666,2647.163588,80.9028167,19.09718315,0.989262041,0.968409444,740.8727201,828.5963697,240.4190009,84.96612547,369.8117024,4.494014367,0.107761426,17.05641622,367.4489553,991.3532613,4.706647508,4.706647897,0.118824729,0.019437723,152.9004091,486.0736522,485,cyto,a_6n,a_6f,Activated,N,221114,CD69-,NK-Cells
647,48,410.9773663,432.9032016,2394.438292,75.96388498,0.997625189,14.82304527,496.9032961,2908.977885,80.90825315,19.01260058,0.983942823,0.965351084,902.5980313,918.7560007,122.2794058,154.5548497,457.8172048,5.875422887,0.11394492,10.04739099,398.3244637,1879.921869,11.18946888,10.87088023,0.125949389,0.017941579,216.9503571,522.2439478,486,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
1830,152,593.2283951,523.4448169,2649.125988,60.35748745,1.033408963,32.17489712,283.3968525,2404.99107,80.14000185,19.85999815,0.937873979,0.94829787,1359.794253,700.6818848,109.0299273,287.2727089,530.4510919,10.68174836,0.106143136,18.84741409,225.9490349,693.251661,3.5128516,3.512851604,0.095718839,0.027821963,363.2789001,304.9893745,486,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
625,15,372.2886179,445.9330386,2378.405325,70.72154573,0.975756854,31.25609756,369.4997514,2575.622378,78.38333049,21.61666941,1.00023203,0.919994383,1002.94187,838.475801,85.36633668,208.8780865,501.724036,5.352516955,0.104798194,12.58743204,277.2496457,749.8316776,4.331123971,4.331124242,0.11073685,0.034179914,234.0661654,347.0534204,492,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
276,137,518.010142,505.5048093,2619.127262,66.45050852,1.028318633,32.56997972,309.772815,2479.24716,79.29545213,20.70454785,0.973918041,0.938936824,1202.307347,755.2871877,134.9044599,238.5802942,551.2944564,6.639400743,0.110671784,20.93625807,179.0009121,482.8549745,4.003200518,4.003200586,0.105888862,0.038298869,249.1973829,239.2364487,493,cyto,c_2n,c_2f,Control,N,221114,CD69+,NK-Cells
539,64,379.5425101,413.1903381,2248.11585,75.81266032,0.990338563,29.60323887,405.7555241,2597.21415,78.61491093,21.38508943,0.9962703,0.925300349,854.995311,870.9504847,167.6522444,132.9729862,407.1909057,5.234220991,0.106976053,14.70592289,313.5658101,732.08549,5.08665652,5.086655325,0.115094344,0.026598082,190.3186102,392.727073,494,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
344,76,542.5434783,606.1560949,2865.815336,64.09791719,1.012296047,26.29249012,452.49925,2697.57249,78.19474091,21.80525893,1.033915158,0.952382522,1381.347558,930.1889387,221.4300218,373.8775834,1594.887761,10.13940407,0.117760889,14.60155366,352.9059665,858.5992769,4.981899755,4.981900119,0.115938872,0.018975635,424.1999425,415.5942025,506,cyto,c_3n,c_3f,Control,N,221114,CD69+,NK-Cells
658,128,543.5731225,676.6987708,2880.698577,61.47138063,1.02396199,25.33201581,394.1058057,2602.514605,79.47412747,20.52587271,1.000638267,0.959078317,1507.73128,840.5614964,189.2866745,408.8134849,722.2810721,11.62742483,0.112490628,20.00604965,319.6566789,787.061478,4.434305647,4.434304912,0.110533601,0.016272268,429.8519086,403.1817746,506,cyto,c_6n,c_6f,Control,N,221114,CD69+,NK-Cells
506,22,482.7445972,462.170112,2447.998664,72.44437328,1.010903426,20.83693517,393.5510224,2702.92923,80.97067346,18.90876951,0.988809576,0.957548388,1005.053062,819.96745,131.5600877,201.5394501,517.7331494,6.59468747,0.112158061,10.17518458,327.8625001,843.6972454,8.0844324,6.766229044,0.175811457,0.019561295,257.2094549,428.7690825,509,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
206,160,498.8011696,563.7437583,2829.297057,67.64162242,1.009190865,36.54385965,320.3607092,2384.585595,78.89349883,21.10650127,0.97795315,0.932949335,1250.380358,747.8785225,166.7352746,325.5775991,2199.962376,8.135281364,0.113139328,33.6998836,244.7685549,646.1451187,5.403415129,5.40341486,0.110593239,0.043310235,349.7348542,325.6723656,513,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
204,113,450.2126437,521.8038793,2669.636264,68.29959502,1.012273824,28.28735632,311.9006146,2340.395479,80.25831935,19.74168056,0.994142429,0.938127151,1182.835963,706.4975102,123.6923882,290.8642251,702.6407841,7.315424263,0.107926595,8.394186883,169.7169839,494.566803,3.864874593,3.864874846,0.105460111,0.021361428,297.4930189,219.0882475,522,cyto,c_1n,c_1f,Control,N,221114,CD69+,NK-Cells
547,4,644.1191806,516.610594,2531.510633,62.06516071,1.046050454,56.29050279,458.1067845,2659.821955,77.34716853,22.65283147,1.046900568,0.927791615,1283.431934,946.8011466,182.1708562,278.1807679,566.4054017,10.69986186,0.117308028,99.90972307,372.1277094,832.6232388,4.668484977,4.668484977,0.128185107,0.096974573,404.655119,427.6022057,537,cyto,c_5n,c_5f,Control,N,221114,CD69+,NK-Cells
1133,81,494.6808905,849.8508683,3150.156902,53.50258404,1.043565796,45.85157699,492.7649985,2826.423729,77.5941525,22.4058475,1.013406998,0.914728434,1882.340276,1005.512588,93.82768269,487.7384703,667.6391832,13.89114993,0.111111741,21.57584212,425.3265906,948.3118343,4.593555484,4.593555484,0.124757276,0.036735397,328.7083131,486.6930933,539,cyto,c_2n,c_2f,Control,N,221114,CD69-,NK-Cells
523,43,374.1351852,512.4851426,2549.408537,72.00681519,0.992237787,15.75555556,513.7850824,2865.940267,81.53335867,18.3866468,1.042709609,0.959519976,1072.046498,931.7355694,74.47492302,271.1189572,721.2082275,6.694072307,0.108935978,9.477415135,356.8261085,1338.035197,6.465342126,6.266911142,0.131135033,0.021968907,323.1585782,460.382136,540,cyto,a_5n,a_5f,Activated,N,221114,CD69+,NK-Cells
627,19,418.2865065,459.630085,2463.254048,72.97374473,0.999834872,23.85951941,395.5960303,2516.087431,79.90272939,20.09727057,1.015990185,0.943517751,995.0958969,815.2067392,88.33937706,209.6179696,570.8985789,6.373567048,0.105104608,8.291821436,303.0375001,740.127757,4.749641819,4.749641997,0.118441969,0.02370593,268.7904675,369.7578579,541,cyto,a_6n,a_6f,Activated,N,221114,CD69+,NK-Cells
1799,103,606.5272727,432.2862691,2363.986982,65.83906655,1.031178131,63.33454545,252.5660582,2242.517164,78.93208909,21.06791091,1.017517731,0.904226392,1088.235215,670.0269098,111.2771454,167.852719,322.9950568,5.480776317,0.117414689,33.83110423,86.76281299,210.6756253,3.590819075,3.590819075,0.097114125,0.050935574,190.0309277,132.203889,550,cyto,c_5n,c_5f,Control,N,221114,CD69-,NK-Cells
