,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
551,49,804.2118959,492.1361859,2687.075576,61.88559442,1.046152457,52.59479554,522.76371,2794.452677,74.14313234,25.85686766,1.034242535,0.932652254,1322.242847,1093.33275,338.7966795,265.9637065,493.71367,9.471380919,0.101849558,35.38059764,293.9731875,672.1557935,4.954265806,4.954265806,0.112892319,0.045778294,327.5047993,287.7240852,269,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
1017,123,1113.773234,444.0764796,2803.955279,59.88496357,1.043222985,44.70260223,580.5909331,2880.010446,72.35223309,27.64776691,1.013829743,0.960404567,1383.813562,1192.058143,361.1174881,155.7886061,216.8558557,7.403837767,0.110398951,25.90195407,321.7332618,789.4142681,6.378089913,6.378089913,0.101740246,0.018001622,232.2181615,314.6548731,269,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
139,53,511.8289963,761.2264461,3445.123569,53.22638922,1.071037881,45.75464684,513.083855,3023.060223,75.100529,24.899471,1.057444651,0.918459782,1819.938343,1126.239154,63.73722096,431.801934,3854.822842,12.86945997,0.119164881,16.86931847,380.0681287,791.836168,4.730800151,4.730800151,0.116835373,0.026925584,388.0939938,398.7472882,269,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
753,82,999.5481481,431.2313037,2510.545963,63.33676963,1.045138544,83.71851852,434.1622111,2530.527185,70.35047148,29.64952852,0.99384317,0.927060918,1191.167403,1036.472763,344.086814,159.2989017,229.4674406,8.726972016,0.116571792,53.53894484,243.4346679,678.2813841,5.627766447,5.627766447,0.112080028,0.028177773,271.1071351,237.7888288,270,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
433,58,1111.155556,490.7054741,2932.494148,56.65567593,1.0548726,40.57777778,487.6882111,2708.578667,73.37101852,26.62898148,0.999008833,0.961609656,1537.477778,1058.692954,328.0599471,169.6469342,254.1838067,6.639168402,0.110748516,16.04847057,362.0994196,832.4532048,6.383003523,6.383003523,0.102768858,0.019280251,204.3873501,383.4445458,270,cyto,a_6n,a_6f,Activated,M,221101,CD69-,NK-Cells
536,119,592.1444444,465.9929111,2458.188074,67.13932926,1.024781381,62.55925926,510.6045456,2686.997037,72.24326889,27.75673111,1.012096178,0.898794219,1109.42188,1098.920493,239.5803438,193.045119,428.2684645,5.683546003,0.118163932,39.70001601,283.3194463,631.5998983,5.870026723,5.870026723,0.095661838,0.058410993,187.2311572,263.7814237,270,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
651,142,592.2962963,493.3473222,2582.150889,63.11173111,1.041029222,77.82592593,455.6393444,2516.065519,70.84837444,29.15162556,1.047040444,0.885470982,1240.88082,1036.559777,181.6167407,319.782318,619.0991938,8.96221344,0.114588763,49.31285522,312.2422876,719.1176156,5.825846779,5.825846779,0.104438397,0.060819818,297.9355999,303.6460004,270,cyto,q_3n,q_3f,Control,M,221101,CD69+,NK-Cells
392,85,651.2767528,509.5976494,2698.571734,65.95856089,1.05213993,56.61623616,413.523155,2579.406015,73.80361365,26.19638635,0.97789217,0.922079741,1232.759051,963.6405078,244.064459,267.4881576,863.4058837,6.512406655,0.105424522,35.55976131,127.3013366,587.2854043,4.60899505,4.60899505,0.088243049,0.036461459,287.5865653,162.6103217,271,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
759,78,568.2361624,457.1118487,2486.689446,65.72324502,1.01555807,59.39852399,445.3807749,2594.994797,71.70314317,28.29685683,0.958923941,0.908449186,1141.747788,1041.161828,133.4976333,217.8564829,514.6974302,6.461518455,0.109827706,37.65294536,213.9330762,520.7547484,4.939649948,4.939649948,0.089692665,0.046947248,239.6256457,220.3570624,271,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
777,123,464.3136531,447.8526937,2312.112251,71.25918524,0.993214834,53.47601476,467.3352878,2634.938376,70.39000775,29.60999225,0.96779928,0.892627414,983.4715474,1094.147862,112.3161599,193.0869222,427.3855639,7.442487328,0.09872893,20.71549734,234.2624793,601.2651741,4.786270941,4.786270941,0.100948667,0.044741095,264.8193705,234.5555682,271,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
155,37,684.9227941,460.832864,2539.058419,67.59474191,1.038467702,56.96323529,415.4674537,2400.570257,70.38144816,29.61855184,1.017027173,0.924402922,1126.165536,991.7740529,254.7587918,193.0494103,440.6659657,6.790285252,0.114940766,34.66335902,257.9102016,534.3460565,5.862294853,5.862294853,0.097312064,0.027863598,228.9245398,252.6405237,272,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
356,33,591.4816176,509.1549779,2678.330074,64.53359522,1.024485327,47.64338235,546.6104007,2715.425257,72.49022206,27.50977794,1.002722599,0.921051691,1262.800146,1124.141408,157.8032301,259.7270825,594.6987512,7.225265481,0.112314306,30.39350825,267.2601649,626.6115902,6.686224729,6.686224729,0.106634005,0.051341071,275.615735,241.9648073,272,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
531,21,893.6507353,419.7312904,2609.324743,61.64679485,1.063839996,45.68014706,383.0503456,2525.439191,73.15748493,26.84251507,0.991354206,0.947719224,1255.759647,947.7738955,277.7297514,126.0001623,215.4779762,7.377088739,0.118647895,20.81451849,227.0051682,584.077995,4.677389981,4.677389981,0.087741964,0.026204513,218.9798255,258.4791878,272,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
792,147,940.4779412,445.4950404,2625.035699,58.30286324,1.062004467,38.23161765,405.8432941,2408.147206,71.75575882,28.24424118,0.98082618,0.961604448,1348.153543,957.8681443,250.3444407,158.0924104,278.4090441,7.088902307,0.117624583,17.33375523,236.9000182,579.7647388,5.615855427,5.615855303,0.103554325,0.010857692,208.3592598,258.9161017,272,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
1001,104,881.5588235,398.1460735,2522.621875,69.33705919,1.057148868,50.13602941,452.5361066,2704.794191,73.03831912,26.96168088,0.98799236,0.944642665,1054.732934,1044.360466,193.5145623,91.7452412,234.5904711,7.973317437,0.120714233,16.04053524,126.1997571,554.2165171,4.268012262,4.268012262,0.092826508,0.017330965,242.1700488,154.4888489,272,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1832,21,570.4375,448.1759816,2451.150478,62.83351985,1.020366162,51.50367647,417.7958787,2473.548529,72.88817463,27.11182537,1.017553559,0.914104877,1183.377033,959.9691869,144.5958988,215.4366817,382.6167018,6.56149316,0.105543693,27.80055458,277.5424766,698.4213383,4.755413287,4.755413287,0.101125731,0.049887195,212.3209766,299.6555364,272,cyto,q_6n,q_6f,Control,M,221101,CD69-,NK-Cells
514,31,516.4227941,551.4224265,2699.257868,65.10480404,1.025298904,52.90073529,500.3363125,2691.682757,72.99056544,27.00943456,0.982448515,0.910439321,1276.680036,1072.709504,180.3229409,298.0111856,601.8204503,8.984660703,0.111833496,37.14220801,184.5438024,594.133119,6.64384201,6.64384201,0.09391381,0.041890529,239.3353271,199.9647234,272,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
1433,69,513.8351648,446.3054139,2472.394799,64.90198132,1.003628766,42.82783883,461.5840623,2749.407399,72.38247692,27.61752308,0.981292685,0.92348512,1147.671562,1079.904336,142.5538028,252.823024,490.1382936,8.290270104,0.111772488,23.28617587,276.7827763,614.4886324,4.882642872,4.882642872,0.094640014,0.03100383,275.5185531,280.9681218,273,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
184,70,721.189781,455.9698686,2528.436533,62.2741854,1.031713245,55.1459854,428.239135,2480.108066,69.63271533,30.36728467,0.982942788,0.92873244,1225.356312,1036.716325,304.3742403,226.8600793,508.1367423,7.886065255,0.119460151,29.55358705,248.8626104,515.3676437,6.218244075,6.218244075,0.105290785,0.021917013,247.6184843,223.607879,274,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
527,15,1130.627737,419.3594197,2517.562555,66.61943686,1.041753996,62.61678832,423.2240255,2487.976277,71.27133942,28.72866058,0.997581953,0.950393567,1116.254927,1006.823677,356.2200725,106.4989941,183.2576074,6.98416225,0.112919996,41.02642599,192.0417394,443.2825417,4.542108196,4.542108196,0.110388792,0.020052989,198.4194815,195.6473242,274,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
529,17,994.5583942,424.1003613,2523.935073,66.76898905,1.043220109,53.99270073,381.3617664,2371.254197,71.72353102,28.27646898,1.041480511,0.951001045,1120.186139,937.5737994,335.4427918,127.4047256,331.5332841,7.211170116,0.129820347,36.51152587,159.8286945,385.2463436,4.058490409,4.058490409,0.110886772,0.016872533,217.9840635,184.9729934,274,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
976,72,953.5437956,457.6792007,2642.98365,66.56291277,1.046134653,50.46715328,547.8886679,2915.179745,74.52534635,25.47465365,0.957378146,0.951547617,1185.65991,1134.82156,288.1737366,162.9689836,244.1547329,11.4003793,0.111657282,37.12656328,302.9053897,706.0003273,5.145083449,5.145083449,0.100061739,0.025727251,314.96445,311.4997237,274,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1168,32,443.310219,489.3470803,2448.417883,67.0502719,1.007537252,42.8540146,498.0242518,2751.608175,73.87669562,26.12330438,0.952222974,0.912862572,1117.322627,1057.860778,131.910068,244.8801377,546.9148762,7.407925907,0.116965234,24.27197547,318.4791919,822.9887746,6.927791818,6.927791818,0.137898161,0.036483315,219.2635679,329.3823697,274,cyto,q_2n,q_2f,Control,M,221101,CD69-,NK-Cells
384,145,1092.854015,400.8651679,2533.80438,65.10107263,1.059860595,67.96350365,424.8374015,2596.367518,71.39455693,28.60544307,0.97916319,0.943861173,1149.308711,1034.034688,437.0949057,75.00767032,183.0330984,6.828059977,0.122003784,47.87688863,233.4994865,540.075352,5.431775203,5.431775203,0.099592826,0.021536675,186.7902332,248.2981905,274,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
546,43,703.0072727,569.6540764,2751.095055,58.64618255,1.051844745,73.48727273,378.8882218,2443.904509,72.76955345,27.23044655,0.994912545,0.915705943,1453.595972,933.5116299,341.0342149,291.3200134,502.2264193,8.425483027,0.12312801,79.19348719,129.3068433,397.4548371,4.672451006,4.672451006,0.104225983,0.038850951,261.0530233,165.4002498,275,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
743,71,925.6072727,455.1483127,2627.018618,59.93287236,1.062973338,48.40727273,468.3301818,2716.760436,73.68363491,26.31636509,1.022990665,0.952953388,1318.711969,1043.508286,259.9336916,161.9888461,309.6710425,7.223585866,0.112705555,42.33729635,315.418362,745.2156496,4.885807329,4.885807329,0.103305012,0.029562074,205.9947001,326.1458223,275,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
344,35,954.4690909,449.1237491,2606.206509,62.97982036,1.038228131,58.97090909,425.8245745,2536.035673,70.76553309,29.23446691,1.006366105,0.942258137,1240.444076,1034.89725,333.5262413,189.9360743,498.7318441,7.419860944,0.10614227,36.27931824,253.7084335,509.3725412,5.463861671,5.463861671,0.102980112,0.023340299,275.9097604,251.2386362,275,cyto,a_5n,a_5f,Activated,M,221101,CD69-,NK-Cells
544,140,608.3854545,469.3072218,2505.455964,64.93504327,1.011440429,66.71272727,457.6595855,2673.7772,73.81768364,26.18231636,1.008901356,0.906390916,1169.428341,1024.877427,282.9689644,233.9787201,471.2124096,7.599790784,0.112636562,51.02877053,310.2575784,728.9842375,4.722216663,4.722216663,0.123232033,0.048766839,219.2709546,329.8511372,275,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
338,10,570.1666667,491.4055435,2615.084239,67.93733913,1.040797935,50.11956522,462.6315254,2678.447101,74.30808732,25.69191268,0.995098402,0.915833732,1160.446019,1021.019174,179.9957205,272.3846172,610.1624722,7.227807071,0.115671954,32.22280696,204.1680307,506.4453299,4.494873234,4.494873234,0.100369972,0.049447967,291.0283282,216.6908438,276,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
558,58,843.4746377,429.0160471,2495.721993,60.63869094,1.036050772,45.89130435,417.4103007,2580.758297,72.91789565,27.08210435,0.975129797,0.94711715,1239.739181,990.3042599,223.1201619,160.7652027,295.1935395,7.401381496,0.108160802,25.06404445,271.7060977,608.4497254,4.743907805,4.743907805,0.121510705,0.025333668,242.4339405,269.3131229,276,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
959,49,953.7644928,458.3613514,2635.434746,61.86847754,1.046884837,42.09057971,473.6398007,2825.646486,73.66015362,26.33984638,0.982672536,0.957910813,1283.756476,1080.072099,299.8947554,205.7352492,324.7084388,9.26921601,0.114471637,25.79984042,205.7886178,530.2358879,4.497568761,4.497568761,0.114924342,0.018597781,311.9499573,207.589476,276,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1652,71,516.4637681,549.6907536,2734.985435,60.81117101,1.029789257,52.13043478,413.0196594,2541.16558,71.47765,28.52235,1.01885833,0.906037363,1375.873299,1008.501846,129.8545569,354.8549681,659.6733981,10.17396268,0.114456418,35.69921335,228.8147406,553.9900117,4.973308916,4.973308916,0.103637144,0.063155441,303.2177954,249.8545529,276,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
415,118,585.1263538,484.5914368,2569.306462,68.50117762,1.012462173,44.55956679,395.8346181,2513.66231,72.17364621,27.82635379,0.986084542,0.925739444,1131.824147,975.0274721,165.0790168,238.1087494,544.4480436,6.282957411,0.104568812,20.97896351,259.6471443,594.0793129,5.029374922,5.029374922,0.113332493,0.034691139,260.5214259,285.2493895,277,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
533,24,954.6245487,451.4586498,2640.776534,64.81017581,1.054049542,52.11552347,388.3886354,2513.913032,73.10251769,26.89748231,1.020032069,0.948890606,1220.525437,951.7636287,295.4147107,121.211714,240.6350004,7.617294905,0.116011105,30.36303908,141.0712555,392.7021345,3.86568892,3.86568892,0.09649221,0.021778172,239.359265,151.3651487,277,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
1002,106,1098.588448,422.6520578,2685.308484,63.10194693,1.042220708,44.57400722,520.8050939,2782.974838,70.85013069,29.14986931,0.989806542,0.961527275,1252.622153,1162.109143,217.3175487,132.5707261,229.1887422,6.556237911,0.110640466,19.70063385,279.823534,696.7453903,5.875904327,5.875904327,0.12212262,0.013305608,194.5612054,293.8983499,277,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1694,142,491.4837545,675.7904513,2844.864079,59.69434585,1.000150679,35.23826715,504.5155921,2829.127906,73.65057798,26.34942202,1.02271256,0.931245051,1515.88436,1097.786368,104.0576272,429.8188286,691.0398487,12.22342266,0.120439706,11.76648926,325.3071421,770.2161571,5.339219622,5.339219622,0.106160792,0.024246638,314.9775457,337.4614507,277,cyto,q_5n,q_5f,Control,M,221101,CD69-,NK-Cells
600,120,805.1366906,475.6965827,2583.612014,62.89008633,1.066454065,36.0971223,514.5168525,2873.777878,75.34193885,24.65806115,1.066500752,0.953889288,1252.919825,1079.392776,263.2824238,228.812781,356.5141979,9.254169141,0.117730184,19.36001105,283.2772419,727.390145,5.872055435,5.872055435,0.111076008,0.027005344,298.7918712,330.1341364,278,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
1008,114,969.1978417,453.3681079,2722.437266,61.22423525,1.036931845,63.23381295,445.6204353,2570.399281,70.25053813,29.74946187,1.009654824,0.940879609,1324.641283,1064.627401,321.3059437,163.1269465,212.5473527,9.394801916,0.122798093,41.14874849,303.174885,583.3724224,6.540089655,6.540089655,0.113094454,0.02010011,270.6742147,268.4648674,278,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
584,96,764.4408602,575.5927097,2875.47595,51.69243047,1.054222638,54.7311828,422.1848065,2563.153943,70.56349283,29.43650717,1.012171599,0.932842829,1677.69146,1044.065685,118.4609758,274.9118191,409.8697648,7.7893773,0.110982216,22.80057732,261.5301355,589.4550549,5.611451459,5.611451459,0.127297724,0.027949356,307.9618507,271.5887365,279,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
947,35,1135.476703,491.8150323,2847.421075,55.82984516,1.055778978,87.68817204,362.9240287,2512.41362,68.37647706,31.62352294,1.020872118,0.931116194,1516.727909,1040.409975,332.7753882,214.1991979,398.8932256,8.511884846,0.129261586,57.98070477,79.4473705,213.8384203,3.843229987,3.843229987,0.11338643,0.027539011,261.3801543,132.7565082,279,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
889,131,585.4229391,575.4487957,2669.075914,58.98245197,1.060803799,36.05017921,430.483914,2532.558423,73.60417527,26.39582473,0.969471122,0.94022965,1397.121765,972.7382187,132.2329818,351.2164811,754.0178679,10.65532798,0.117342805,17.99613243,234.8088781,605.0256516,4.729525906,4.729525906,0.109595468,0.030939048,283.480592,260.312824,279,cyto,q_6n,q_6f,Control,M,221101,CD69+,NK-Cells
225,119,825.7714286,464.814875,2618.900679,61.80797893,1.05460265,48.11428571,427.7972786,2599.4015,73.61490357,26.38509643,0.978421004,0.94450473,1279.195976,988.4886493,308.1715377,178.645737,308.8224353,6.486681174,0.119964195,36.22284388,221.2810299,556.5902755,5.179960516,5.179960516,0.135977055,0.032767819,193.4784328,251.4031946,280,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
522,9,912.1428571,480.6064143,2540.171357,65.12795179,1.053398907,57.92857143,608.9664607,2856.159607,71.75480286,28.24519714,0.955012443,0.937661365,1195.032408,1215.038252,235.6973812,200.0727871,287.0300275,7.711793136,0.124605795,16.23556115,319.312236,796.8551245,6.911503319,6.911503319,0.086900454,0.02137598,253.1368834,313.4477201,280,cyto,a_3n,a_3f,Activated,M,221101,CD69+,NK-Cells
165,49,633.747331,430.9498612,2353.864342,70.76954626,1.009999765,31.90747331,498.2389288,2444.513025,75.43852171,24.56147811,1.035127466,0.950661773,996.5471389,952.3336611,141.0777529,158.1507082,357.6367487,9.276298607,0.112520865,11.03753245,279.1447915,728.0615275,6.245694212,6.245694666,0.113205601,0.016756809,273.7304392,281.9750869,281,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
950,39,963.2135231,404.4277972,2571.834377,62.20631744,1.044942028,45.61565836,488.9471103,2643.132384,71.04859075,28.95140925,0.949922676,0.957065548,1220.699085,1091.06881,197.8919545,123.2906802,191.6173216,6.616829352,0.12167598,25.79732067,296.1638156,709.3868824,6.110491826,6.110491826,0.10205351,0.016836121,193.9251702,291.3045283,281,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
981,79,1328.024911,442.6914555,2886.304128,55.18886512,1.030861875,65.12099644,470.5937651,2735.244947,71.38579253,28.61420747,1.007897214,0.953159371,1531.764018,1097.071188,432.6875928,158.7373949,194.81335,5.577186386,0.114808636,46.67263982,313.7396189,783.1080605,5.696714201,5.696714201,0.115560751,0.024347775,201.5553515,332.644007,281,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
785,141,566.5729537,524.469331,2554.959786,62.46459288,1.016064925,77.5658363,386.2725801,2461.878932,73.35278612,26.64721388,1.009836715,0.872015505,1263.14739,934.4465667,196.2615488,315.5511677,614.4047593,8.973566956,0.117932216,42.75449149,170.8404649,422.7364372,3.074779063,3.074779063,0.086459419,0.076982719,273.6665767,198.480051,281,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
744,72,880.248227,447.7455,2574.782199,61.52405461,1.03894734,48.38297872,564.3948191,2736.388227,73.66796028,26.33203972,1.000539046,0.948102673,1265.294151,1121.150428,258.169443,158.4514806,310.2018832,8.519249265,0.116239735,37.10917999,289.064212,675.5785682,6.955441818,6.955441818,0.128897843,0.033613833,269.0623091,258.2407078,282,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
933,19,867.2021277,494.310273,2729.161809,54.30931738,1.028943805,34.64539007,542.7736277,2800.798759,74.12490851,25.87509149,1.029401954,0.961876129,1508.840824,1108.840071,214.2430479,178.1505667,215.9814483,6.923954148,0.119123161,16.01317729,328.6080571,772.1157132,5.999105969,5.999105969,0.096857624,0.010564155,221.8627984,345.9262315,282,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
967,60,1074.411348,527.5080957,2957.362305,52.24720957,1.068917433,48.31205674,574.9694468,2863.447199,72.4418734,27.5581266,1.002729766,0.955869961,1662.675348,1180.97493,362.2900879,216.1145966,871.7552275,6.396696864,0.116840599,23.24575031,340.6081765,755.2801629,6.64314179,6.64314179,0.115615946,0.015924013,235.6496277,311.3890061,282,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
1394,24,662.9787234,500.2351454,2573.730177,60.08816277,1.043552181,59.80851064,423.8806915,2590.764894,73.2466305,26.7533695,1.017607355,0.920229603,1310.9237,993.7001822,214.9735387,261.205684,475.9812495,8.187635379,0.136520362,40.84898234,276.4281751,531.484857,5.368061457,5.368061457,0.081943971,0.043577573,230.0289673,275.0507611,282,cyto,q_3n,q_3f,Control,M,221101,CD69-,NK-Cells
57,52,680.8049645,454.7875106,2464.309255,63.44608901,1.025245007,45.37588652,329.3820461,2336.457234,75.01121135,24.98878865,0.998877007,0.935722238,1185.49241,823.9889516,211.9153819,212.0357366,337.3689312,8.507921014,0.113789696,30.13718078,138.0893916,390.6066748,3.743698245,3.743698245,0.103142383,0.03889956,257.6830683,152.9861243,282,cyto,a_1n,a_1f,Activated,M,221101,CD69-,NK-Cells
135,41,607.9151943,470.5455972,2609.794311,67.42895159,1.032324979,58.19434629,405.6839894,2477.078375,71.25700601,28.74299399,0.993244583,0.906989153,1157.956776,989.9907689,194.5812741,225.9061914,494.4225102,6.040055596,0.107235857,33.42283963,231.1284933,471.0581988,5.732956871,5.732956871,0.096772632,0.053884685,236.0435708,223.5769591,283,cyto,a_2n,a_2f,Activated,M,221101,CD69-,NK-Cells
180,66,833.9964789,442.4774401,2580.779894,61.67131796,1.048199123,59.87676056,403.9404683,2509.664014,69.84518556,30.15481444,0.98270162,0.93064516,1255.615282,1025.548293,341.8662716,169.2468539,348.6267913,6.7907634,0.117222056,45.97682188,228.1647917,565.5868577,6.974521924,6.974521924,0.094009996,0.049290566,202.4358097,270.8124036,284,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
193,79,778.2288732,432.9426549,2508.860634,61.77275246,1.024723535,42.03169014,432.0181514,2687.143415,76.3358257,23.6641743,0.987232539,0.943744938,1220.901005,952.4143782,273.3575955,165.3657436,253.8630741,7.077475645,0.117187001,26.98112904,230.0876355,619.1785156,5.101982614,5.101982614,0.114295577,0.040571842,212.5509954,272.5008569,284,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
203,96,764.1298246,601.7226351,2787.715228,50.83478596,1.056617863,57.4245614,472.4370491,2596.651368,70.60725719,29.39274281,1.040543674,0.934221737,1667.695935,1078.392477,240.9335292,340.8845338,416.5281142,8.797481765,0.125561846,65.67878589,217.5357508,598.023472,6.620062449,6.620062449,0.125861881,0.050526581,370.0374851,219.8801524,285,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
339,11,593.9789474,438.4920667,2434.810632,70.37827053,1.02698173,56.14035088,410.8667789,2524.52214,72.63876281,27.36123726,0.972323123,0.911795879,1027.649378,977.2999599,213.2965095,169.4851465,375.9134206,6.048868918,0.106798111,35.76037159,204.4019274,498.2919888,5.136622068,5.136621817,0.119062645,0.051982453,211.0418874,221.1674001,285,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
395,89,561.9157895,440.0263404,2440.90986,65.87632035,1.008237639,54.06315789,377.4211719,2330.597895,70.68320246,29.31679754,1.015524579,0.911052997,1115.3109,944.5915525,174.4549054,197.3615379,443.4554823,7.380239267,0.107697922,29.34369328,185.1391548,348.1548588,4.611898009,4.611898009,0.118845313,0.043322848,247.6980325,167.7035569,285,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
420,125,628.9964912,469.8514526,2701.109544,63.08866877,1.038372326,54.60350877,421.0725965,2480.092,72.01664982,27.98335018,1.025086235,0.920164419,1274.266637,982.1161456,180.5266844,228.3936777,576.2621427,6.633191456,0.120670604,38.41866278,218.1597616,542.6326067,5.418753922,5.418753922,0.134386674,0.042372556,229.8440499,203.7028498,285,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
782,137,625.3508772,452.8740456,2557.526632,62.73715579,1.052800109,51.15438596,418.9991123,2419.310281,72.97170982,27.02829014,0.993441309,0.926487321,1231.205319,949.4830922,222.341896,194.6554557,434.8503123,7.52951316,0.117992041,36.83065582,190.5980431,486.4013987,5.642855469,5.642855583,0.103876608,0.038386698,256.3152096,217.1673571,285,cyto,q_5n,q_5f,Control,M,221101,CD69+,NK-Cells
414,117,661.8671329,484.0441993,2737.265944,65.10913322,1.038256434,61.45454545,410.2527448,2506.995839,70.68015874,29.31984126,0.990851927,0.916449669,1231.832458,1015.198315,233.2284247,252.4393851,1321.300399,7.942283589,0.113424683,43.18702327,218.4198697,483.1358281,5.540414049,5.540414049,0.111457402,0.046374765,322.3710287,217.4977638,286,cyto,a_2n,a_2f,Activated,M,221101,CD69+,NK-Cells
761,91,1072.132867,437.7373427,2580.816678,63.38025,1.057903825,58.04195804,403.052535,2513.372238,70.76305944,29.23694056,0.991414273,0.951344053,1223.612224,1012.38095,366.3849617,117.5815158,210.6232623,7.531524607,0.125044119,39.43609072,162.5052166,366.6018357,4.248692378,4.248692378,0.09272974,0.015651156,243.6204841,180.1731073,286,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
782,127,791.0874126,516.697535,2716.703916,55.46655524,1.067519633,62.03146853,374.7086154,2457.802378,70.06660524,29.93339476,0.991989563,0.924326878,1490.241271,990.5955346,266.0987998,194.1573779,292.693427,7.986516001,0.108466225,46.95734222,161.8197988,396.4711487,5.119506458,5.119506458,0.088793657,0.052937128,252.6844028,187.606557,286,cyto,a_5n,a_5f,Activated,M,221101,CD69+,NK-Cells
937,24,956.9335664,461.0709126,2624.387098,59.32713392,1.043805909,69.61188811,472.6612622,2616.824545,70.71401923,29.28598077,1.021628084,0.933964209,1336.936742,1087.419961,305.9912838,176.7086934,205.7326882,8.625187588,0.110971788,62.82585007,313.3349883,607.3628368,6.556798793,6.556798793,0.107175422,0.046718173,292.8659191,274.3594857,286,cyto,a_6n,a_6f,Activated,M,221101,CD69+,NK-Cells
198,87,839.2439024,397.3976446,2464.13216,65.83447666,1.026555648,36.28919861,435.6699035,2504.035226,75.19752683,24.80247317,0.995420878,0.954658719,1101.789825,934.2962079,312.4457152,111.6071535,207.6469677,6.019958426,0.109411133,16.18889766,235.2637452,568.4477871,5.738252103,5.738252103,0.125331203,0.021461449,177.6504087,221.7629878,287,cyto,a_1n,a_1f,Activated,M,221101,CD69+,NK-Cells
530,108,483.543554,477.7929826,2496.916028,67.51575958,1.01730699,57.82578397,395.311676,2384.668641,69.76899303,30.23100697,0.95939053,0.893567364,1121.517286,984.990322,154.8788293,232.9817376,473.830169,7.268466237,0.112621291,35.52982049,205.4277235,453.0693449,5.553066351,5.553066351,0.124771202,0.052826496,227.7793632,191.9290216,287,cyto,q_2n,q_2f,Control,M,221101,CD69+,NK-Cells
