,NADH_tm,NADH_a1,NADH_t1,NADH_t2,FAD_tm,FAD_a1,FAD_t1,FAD_t2,Norm_RR,Cell_Size_Pix,activation_label,Activation
4985,1324.263705,67.48680905,625.1940402,2852.792462,935.1254256,72.27898844,305.2957357,2595.542111,0.963286943,199.0,0,CD69-
7519,1433.909522,49.00801406,348.4305781,2481.94125,789.7211232,75.25094844,218.5670016,2559.425469,1.128831074,64.0,0,CD69-
4208,610.9772015,82.6197604,283.1150556,2173.744827,268.1314911,91.30959372,77.67985962,2268.091875,1.099671963,426.0,1,CD69+
6290,993.8747584,71.72692185,371.818763,2601.801556,936.1457564,72.06642889,287.8704167,2649.675778,1.099440914,270.0,1,CD69+
6676,1348.754146,52.85839737,386.5767632,2427.969211,657.4263629,77.03866316,158.93235,2343.446316,1.002802788,38.0,0,CD69-
1325,695.4648263,74.18260989,283.3936122,2214.759573,433.0712433,82.64705519,134.9357137,1866.850453,1.093625103,213.0,0,CD69-
3859,577.6456519,85.75018804,312.5099429,2187.780467,291.7106387,91.17472237,103.0600482,2240.825418,1.231619285,411.0,1,CD69+
1579,760.6032593,72.13099041,172.7369503,2288.887451,366.4779458,86.38540203,83.57017806,2162.838769,0.868692589,90.0,0,CD69-
4192,548.3831577,84.95882192,278.3233896,2082.161338,202.6747575,93.33613819,57.68034259,2232.054452,1.113589043,299.0,1,CD69+
6256,852.5123597,78.72217886,392.7275604,2608.792047,828.8079707,74.21738188,255.8323772,2511.858356,1.116486566,298.0,1,CD69+
3250,632.8766052,78.95261072,264.7961082,2019.416936,422.0417382,85.02445689,101.2464828,2250.867251,1.032678958,212.0,0,CD69-
2637,621.2536915,81.70456972,281.8728485,2152.108359,336.360336,88.34953942,106.0941198,2112.39955,1.014525079,295.0,1,CD69+
6338,1111.50957,65.73067832,401.4993186,2527.553142,874.8393676,73.00104425,287.2028186,2492.012124,0.924564246,226.0,0,CD69-
3737,600.5946099,82.97733861,231.2700904,2405.735849,256.3445941,86.45546146,89.7420295,2456.825063,1.1788785,156.0,0,CD69-
4295,587.8664919,85.16714534,306.2800102,2227.404651,250.8653064,92.18917397,94.32987686,2103.481804,1.186247382,571.0,1,CD69+
129,650.4952191,78.90228138,266.3173276,2093.587291,254.3533823,90.798379,69.12450996,2083.527365,1.001631382,174.0,0,CD69-
2561,553.6536574,85.71725499,284.1246154,2199.277283,210.1399331,92.55757957,49.21455502,2235.52587,1.077306395,94.0,1,CD69+
2119,300.2178947,64.99882162,132.1335606,1050.16813,116.3531946,79.15284317,51.38040489,1106.599152,0.729038476,352.0,0,CD69-
1635,545.3252417,82.32362231,230.4235103,2017.241269,267.9446879,90.36662187,71.67996035,2114.647628,0.942148434,247.0,0,CD69-
6081,1046.681875,61.05330756,327.6024958,2183.189412,596.7391908,75.7726479,195.981563,1852.088908,0.9576317,119.0,0,CD69-
5701,1026.447708,64.22094706,289.8346471,2358.987353,502.6908638,78.19229265,162.0777456,1724.032647,1.002410034,68.0,0,CD69-
6272,987.7057454,75.26907716,403.4664303,2826.513486,823.7662096,73.28962212,224.2880089,2532.055096,1.074048563,416.0,1,CD69+
6894,918.3357999,72.92603913,419.5996348,2269.316609,609.7178736,76.65752,193.496087,1980.914,1.006492071,115.0,1,CD69+
7064,1058.462495,67.91851515,519.9584848,2259.337879,407.6587757,84.98258182,142.6524242,1908.654242,1.066458151,33.0,1,CD69+
370,622.4094592,78.57255026,236.0318927,2029.81083,368.3466171,82.01120673,102.7114569,1706.997222,0.959040262,200.0,0,CD69-
5884,895.1104017,66.87125826,332.3905235,2043.447913,524.7070578,76.1581687,168.4505026,1680.261565,1.012479542,115.0,0,CD69-
2504,604.4883937,81.36412767,278.4061161,2033.560122,214.3775139,91.71486053,46.92837425,2093.868523,1.090016585,185.0,1,CD69+
