,NADH_tm,NADH_a1,NADH_t1,NADH_t2,FAD_tm,FAD_a1,FAD_t1,FAD_t2,Norm_RR,Cell_Size_Pix,activation_label,Activation
540,883.1509105,71.13988729,349.5992288,2243.331102,604.358368,77.7285678,195.7038898,2048.107288,1.049805021,118,1,CD69+
406,950.8644681,64.27696771,301.3354792,2125.351563,696.3298263,75.26931771,193.9293021,2221.319688,0.978857365,96,1,CD69+
338,867.3928402,70.49325783,309.135759,2229.216386,479.4834199,80.97610723,158.8427229,1860.191084,1.01468736,83,1,CD69+
466,870.8428448,72.71908036,375.2384464,2219.639821,506.4149686,77.5579,149.8831589,1735.780179,1.022179722,56,1,CD69+
363,980.4767336,66.89592688,355.1950438,2265.447313,709.9598612,75.9519975,216.6296713,2253.742,1.031280358,160,1,CD69+
731,877.0296082,71.74612422,379.0139844,2154.936094,434.3766271,82.53170547,156.745375,1802.249141,0.964764919,128,0,CD69-
320,866.9720881,72.38535288,391.2513365,2139.448462,518.4688985,79.35867019,158.2717865,1913.951442,1.006508654,104,1,CD69+
1325,1076.511326,58.91115872,215.4883349,2340.684495,476.9650543,78.87620092,154.8845587,1680.63789,1.001189977,109,0,CD69-
1132,922.167582,69.36438378,372.6201162,2173.218829,467.6677677,81.66521892,169.3195793,1806.89964,1.037968985,111,0,CD69-
70,823.7892371,76.43336372,391.5969628,2244.26986,960.9099104,71.57754465,386.7090744,2436.936651,1.010280274,215,1,CD69+
1559,1217.776089,62.03088682,412.7585727,2551.541773,1066.081145,71.77182727,428.8489045,2712.342545,1.023744223,220,0,CD69-
500,921.4413174,68.59707667,352.3670667,2191.626417,431.436532,82.11089917,152.5796092,1709.040583,1.058140061,120,1,CD69+
10,1038.643434,68.83348243,416.8209425,2429.450767,1006.917285,70.2426476,363.980507,2556.916741,0.998283977,313,1,CD69+
984,885.4831172,65.16451364,294.2561011,2001.175909,639.4124147,75.81812955,208.7581932,1980.053182,0.980848006,88,0,CD69-
505,933.8668249,68.21738367,340.9836327,2244.102755,475.9789339,85.08701531,178.4040367,2180.051633,1.051150878,98,1,CD69+
1396,1065.244137,71.10754716,384.8719574,2778.292766,992.5331225,69.58333404,302.5310816,2637.443511,1.088599638,282,1,CD69+
938,795.2769751,67.73035652,255.9618261,1946.78087,466.266062,80.2513942,186.0715188,1603.51,0.918911321,69,0,CD69-
1499,639.7049973,82.6729145,357.5476042,2006.142205,839.7433799,71.25873807,273.715435,2258.863353,1.005907631,331,0,CD69-
64,996.4390346,69.49921602,423.9324492,2335.464219,1085.137681,72.21880508,469.1138242,2739.207266,1.022421753,256,1,CD69+
942,765.2613821,73.01201744,349.5343605,1922.797791,491.4266468,83.44833837,181.0286279,2091.211395,0.98748769,86,0,CD69-
