,Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor,Cell_Type
1995,0.991175152338202,1123.778843,915.4682857,66.21648723,425.573,2476.769681,70.20962447,346.8905319,2304.354043,0,6,1
1996,1.018166646335079,1068.262883,936.5919204,68.12488511,407.0298085,2484.747979,71.68842979,378.4868723,2365.018723,1,6,1
1997,1.0096097266621429,1169.95999,996.6275839,61.60934632,407.7903474,2398.501579,72.45817789,432.4699368,2524.889474,0,4,1
1998,1.019368919351428,1240.672912,973.1120512,57.24821158,356.7268316,2429.351895,74.62865895,432.3237895,2608.306947,0,5,1
1999,1.0027499559587885,1311.124732,768.3070187,60.65791053,451.1284526,2640.167263,74.69906842,304.6552526,2179.329158,0,6,1
2000,1.0149152296736097,1400.174841,1015.549567,58.24926421,497.5865368,2663.527474,72.93006632,447.6061158,2583.690737,0,6,1
2001,1.0135268895364289,1151.76925,807.5257538,64.26234737,390.5404526,2511.193474,74.56335474,314.6446632,2288.817474,1,6,1
2002,1.1064376432374188,918.6463348,798.2925588,72.7774,387.5794896,2352.414688,77.23371563,334.8747604,2418.998958,1,4,1
2003,1.010649159199946,1186.677478,1060.006553,60.06410625,385.1497708,2396.938958,69.74378646,424.4780417,2558.020104,0,5,1
2004,1.0437207110274114,1090.830613,962.9089336,67.71212604,375.7321771,2590.946563,69.63614896,366.0015,2379.561458,1,5,1
2005,1.0204237208128946,1273.440623,938.2273431,62.39122292,462.0766354,2617.236458,71.52721979,368.1128125,2390.307292,0,6,1
2006,0.9928792838250452,1621.678005,1034.059902,48.38860208,386.8150208,2780.020313,66.84065208,357.5142604,2426.002917,0,6,1
2007,0.96689625531214,981.4619822,866.6732831,68.90140208,377.0720313,2322.227083,73.06229583,366.4674792,2260.163333,1,6,1
2008,0.9992154359543486,1445.474395,1086.956573,52.2324732,413.3295979,2574.867629,70.7560701,406.9395773,2754.844124,0,5,1
2009,1.0548303982780969,1233.553613,853.8537128,62.32785773,391.8334536,2625.505155,72.35729897,317.8188247,2270.707216,1,5,1
2010,1.019538482246158,1136.101434,926.2830888,65.95076907,413.1325361,2534.767526,70.15103814,343.9791237,2311.781856,1,5,1
2011,1.0254223693219675,1207.088468,990.8026143,62.07587526,434.1678351,2476.540619,73.58369691,436.5278247,2610.805464,0,6,1
